Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score,Risk_Reason
S34636,19,Female,Mansoura,Science,9,80.38,5.89,70.35,Low,44.42,Low engagement and below-average academic performance
S34637,15,Male,Cairo,Computer Science,19,48.06,1.14,54.3,Low,39.04,Low engagement and below-average academic performance
S34646,19,Male,Cairo,Computer Science,16,52.95,1.0,64.66,Low,38.49,Low engagement and below-average academic performance
S34650,21,Female,Giza,Math,10,74.36,12.92,68.49,Low,42.63,Low engagement and below-average academic performance
S34654,16,Male,Assiut,Science,19,37.78,6.99,53.28,Low,34.42,Low engagement and below-average academic performance
S34664,17,Female,Alexandria,Science,19,59.61,2.64,60.49,Low,44.24,Low engagement and below-average academic performance
S34665,17,Male,Assiut,Arabic,15,58.9,3.88,63.15,Low,40.26,Low engagement and below-average academic performance
S34670,16,Female,Mansoura,Computer Science,12,64.26,8.36,75.66,Low,39.92,Low engagement and below-average academic performance
S34677,16,Female,Cairo,English,12,75.24,5.25,76.36,Low,44.86,Low engagement and below-average academic performance
S34679,16,Male,Assiut,English,8,42.07,7.43,63.2,Low,26.26,Low engagement and below-average academic performance
S34680,18,Female,Alexandria,English,17,44.93,12.48,78.29,Low,35.8,Low engagement and below-average academic performance
S34681,18,Female,Aswan,Science,16,63.91,7.19,75.43,Low,43.43,Low engagement and below-average academic performance
S34683,15,Female,Giza,Science,22,51.4,6.98,78.68,Low,43.3,Low engagement and below-average academic performance
S34691,22,Male,Cairo,Computer Science,19,47.0,7.54,73.05,Low,38.57,Low engagement and below-average academic performance
S34692,20,Female,Assiut,Computer Science,16,23.38,8.08,62.67,Low,25.19,Low engagement and below-average academic performance
S34694,17,Male,Cairo,Science,12,45.36,8.42,73.9,Low,31.41,Low engagement and below-average academic performance
S34696,21,Female,Aswan,Computer Science,12,55.68,5.57,54.44,Low,36.06,Low engagement and below-average academic performance
S34697,17,Female,Mansoura,Math,18,47.34,9.78,79.5,Low,37.8,Low engagement and below-average academic performance
S34702,18,Female,Mansoura,English,18,47.89,8.66,76.5,Low,38.05,Low engagement and below-average academic performance
S34705,19,Female,Mansoura,Science,17,61.11,7.45,71.65,Low,43.08,Low engagement and below-average academic performance
S34707,22,Female,Alexandria,English,20,55.12,13.5,79.07,Low,43.14,Low engagement and below-average academic performance
S34708,20,Female,Mansoura,Computer Science,17,42.25,10.24,76.12,Low,34.6,Low engagement and below-average academic performance
S34709,22,Male,Aswan,Arabic,16,61.35,8.88,78.16,Low,42.27,Low engagement and below-average academic performance
S34711,16,Male,Cairo,Science,16,43.06,5.43,77.99,Low,34.04,Low engagement and below-average academic performance
S34720,19,Male,Cairo,Computer Science,17,63.35,7.34,69.36,Low,44.09,Low engagement and below-average academic performance
S34722,15,Male,Cairo,Science,21,28.29,9.46,56.96,Low,31.98,Low engagement and below-average academic performance
S34727,17,Male,Giza,English,17,51.14,7.84,67.15,Low,38.6,Low engagement and below-average academic performance
S34735,15,Female,Giza,Science,21,36.87,6.5,53.38,Low,35.84,Low engagement and below-average academic performance
S34740,19,Female,Aswan,English,16,43.49,13.41,76.0,Low,34.24,Low engagement and below-average academic performance
S34749,15,Male,Aswan,Science,14,69.85,7.19,71.43,Low,44.27,Low engagement and below-average academic performance
S34754,17,Male,Assiut,Science,19,48.85,7.14,68.97,Low,39.4,Low engagement and below-average academic performance
S34759,15,Female,Cairo,Computer Science,20,55.42,9.92,72.79,Low,43.27,Low engagement and below-average academic performance
S34760,16,Female,Mansoura,English,16,36.2,6.38,56.72,Low,30.96,Low engagement and below-average academic performance
S34761,21,Male,Aswan,Math,13,49.46,8.85,66.82,Low,34.17,Low engagement and below-average academic performance
S34766,17,Male,Alexandria,Science,17,41.64,9.01,60.13,Low,34.32,Low engagement and below-average academic performance
S34769,20,Male,Alexandria,Science,14,60.02,9.21,73.57,Low,39.84,Low engagement and below-average academic performance
S34771,17,Female,Cairo,Arabic,17,44.24,15.92,76.71,Low,35.49,Low engagement and below-average academic performance
S34779,19,Male,Cairo,Arabic,14,65.7,6.51,80.47,Low,42.4,Low engagement and below-average academic performance
S34782,20,Male,Alexandria,English,21,53.35,7.14,80.56,Low,43.26,Low engagement and below-average academic performance
S34784,20,Female,Giza,Math,18,52.85,5.12,71.08,Low,40.28,Low engagement and below-average academic performance
S34785,22,Male,Alexandria,Arabic,18,57.86,9.18,75.83,Low,42.54,Low engagement and below-average academic performance
S34789,15,Female,Alexandria,Computer Science,16,59.44,3.43,71.05,Low,41.41,Low engagement and below-average academic performance
S34792,18,Male,Giza,Math,15,42.46,8.91,71.0,Low,32.86,Low engagement and below-average academic performance
S34795,18,Female,Aswan,English,18,61.62,8.74,73.26,Low,44.23,Low engagement and below-average academic performance
S34800,15,Female,Mansoura,English,19,38.83,10.18,78.89,Low,34.89,Low engagement and below-average academic performance
S34802,15,Male,Giza,Math,16,65.21,9.43,69.18,Low,44.01,Low engagement and below-average academic performance
S34803,16,Female,Cairo,Math,24,50.77,3.8,65.69,Low,44.85,Low engagement and below-average academic performance
S34804,21,Male,Cairo,English,9,69.46,6.43,58.25,Low,39.51,Low engagement and below-average academic performance
S34805,19,Female,Assiut,Computer Science,13,51.55,10.47,68.47,Low,35.11,Low engagement and below-average academic performance
S34809,21,Female,Giza,English,14,58.4,9.43,70.78,Low,39.11,Low engagement and below-average academic performance
S34812,18,Male,Cairo,Math,14,61.98,11.75,70.37,Low,40.72,Low engagement and below-average academic performance
S34814,15,Female,Alexandria,Science,17,26.2,11.13,75.66,Low,27.37,Low engagement and below-average academic performance
S34815,15,Male,Cairo,Math,13,72.23,8.88,74.0,Low,44.42,Low engagement and below-average academic performance
S34824,16,Male,Giza,Math,11,52.64,8.86,69.71,Low,33.77,Low engagement and below-average academic performance
S34828,20,Female,Alexandria,Science,18,58.88,9.22,74.34,Low,43.0,Low engagement and below-average academic performance
S34829,15,Male,Cairo,Arabic,12,51.85,5.39,61.2,Low,34.33,Low engagement and below-average academic performance
S34830,22,Male,Assiut,Science,17,56.4,12.87,63.86,Low,40.96,Low engagement and below-average academic performance
S34832,20,Female,Giza,Arabic,15,62.03,11.14,70.48,Low,41.66,Low engagement and below-average academic performance
S34835,21,Female,Cairo,Computer Science,8,48.88,6.96,57.44,Low,29.33,Low engagement and below-average academic performance
S34843,20,Female,Aswan,Science,23,17.76,1.0,47.44,Low,29.08,Low engagement and below-average academic performance
S34848,22,Female,Cairo,Arabic,12,62.35,5.82,63.54,Low,39.06,Low engagement and below-average academic performance
S34850,17,Male,Assiut,Computer Science,14,47.91,10.34,78.58,Low,34.39,Low engagement and below-average academic performance
S34851,20,Female,Mansoura,Science,23,40.98,9.84,63.92,Low,39.52,Low engagement and below-average academic performance
S34854,16,Female,Aswan,Computer Science,9,69.85,13.43,74.54,Low,39.68,Low engagement and below-average academic performance
S34857,16,Female,Mansoura,Computer Science,21,47.4,4.46,77.47,Low,40.58,Low engagement and below-average academic performance
S34859,18,Male,Aswan,English,18,38.99,14.08,78.44,Low,34.05,Low engagement and below-average academic performance
S34860,18,Female,Cairo,Math,12,74.63,6.75,62.48,Low,44.58,Low engagement and below-average academic performance
S34862,22,Female,Assiut,English,16,59.24,4.09,71.23,Low,41.32,Low engagement and below-average academic performance
S34866,16,Female,Cairo,English,15,49.06,12.14,79.0,Low,35.83,Low engagement and below-average academic performance
S34875,21,Female,Cairo,English,18,32.18,10.52,62.42,Low,30.98,Low engagement and below-average academic performance
S34877,15,Female,Aswan,Science,14,46.94,8.55,76.83,Low,33.96,Low engagement and below-average academic performance
S34881,19,Male,Aswan,Science,18,52.74,14.28,77.0,Low,40.23,Low engagement and below-average academic performance
S34888,15,Male,Cairo,Computer Science,10,55.0,11.69,73.35,Low,33.92,Low engagement and below-average academic performance
S34889,22,Male,Cairo,Arabic,25,27.17,7.64,76.84,Low,35.14,Low engagement and below-average academic performance
S34893,15,Female,Assiut,English,11,74.65,9.76,72.7,Low,43.68,Low engagement and below-average academic performance
S34896,19,Female,Mansoura,Computer Science,18,33.79,7.99,80.34,Low,31.71,Low engagement and below-average academic performance
S34902,17,Female,Assiut,Science,13,61.56,10.35,69.79,Low,39.62,Low engagement and below-average academic performance
S34903,22,Female,Alexandria,Math,12,50.04,14.63,75.24,Low,33.52,Low engagement and below-average academic performance
S34905,15,Male,Assiut,Math,16,47.27,8.52,60.61,Low,35.94,Low engagement and below-average academic performance
S34912,18,Male,Alexandria,Computer Science,19,43.84,9.95,78.21,Low,37.14,Low engagement and below-average academic performance
S34915,15,Male,Giza,Math,15,63.25,9.07,76.31,Low,42.21,Low engagement and below-average academic performance
S34916,16,Male,Alexandria,Arabic,20,48.89,7.89,67.53,Low,40.33,Low engagement and below-average academic performance
S34917,20,Male,Cairo,Science,15,56.91,5.34,58.54,Low,39.36,Low engagement and below-average academic performance
S34923,19,Female,Alexandria,Arabic,15,45.44,10.85,71.93,Low,34.2,Low engagement and below-average academic performance
S34931,19,Male,Mansoura,English,18,58.41,9.76,76.78,Low,42.78,Low engagement and below-average academic performance
S34935,22,Male,Cairo,English,11,56.38,12.46,74.29,Low,35.45,Low engagement and below-average academic performance
S34938,15,Male,Cairo,Computer Science,16,59.27,6.66,75.4,Low,41.34,Low engagement and below-average academic performance
S34939,21,Female,Cairo,English,18,58.56,6.32,74.71,Low,42.85,Low engagement and below-average academic performance
S34949,20,Male,Cairo,English,14,49.66,8.74,61.39,Low,35.18,Low engagement and below-average academic performance
S34950,18,Female,Alexandria,Arabic,13,47.68,10.9,74.3,Low,33.37,Low engagement and below-average academic performance
S34952,17,Male,Giza,Math,18,49.97,9.39,78.56,Low,38.99,Low engagement and below-average academic performance
S34953,19,Male,Alexandria,Arabic,17,46.04,4.46,45.73,Low,36.3,Low engagement and below-average academic performance
S34954,22,Male,Cairo,Science,13,71.95,9.29,77.48,Low,44.29,Low engagement and below-average academic performance
S34956,21,Male,Aswan,Science,19,60.26,6.03,75.61,Low,44.53,Low engagement and below-average academic performance
S34960,20,Male,Cairo,English,16,49.09,6.59,62.67,Low,36.76,Low engagement and below-average academic performance
S34971,18,Female,Mansoura,Computer Science,14,54.1,11.8,77.89,Low,37.18,Low engagement and below-average academic performance
S34978,22,Male,Cairo,Math,11,63.82,9.09,66.44,Low,38.8,Low engagement and below-average academic performance
S34979,22,Male,Giza,English,11,56.44,4.07,48.33,Low,35.48,Low engagement and below-average academic performance
S34985,16,Female,Assiut,English,17,55.79,6.47,73.81,Low,40.69,Low engagement and below-average academic performance
S34988,20,Female,Alexandria,Math,16,49.15,10.49,75.25,Low,36.78,Low engagement and below-average academic performance
S34990,15,Male,Aswan,Computer Science,23,37.17,8.2,77.77,Low,37.81,Low engagement and below-average academic performance
S34992,22,Female,Assiut,English,7,50.86,8.38,53.82,Low,29.3,Low engagement and below-average academic performance
S34994,17,Male,Cairo,Science,15,69.1,4.12,76.83,Low,44.84,Low engagement and below-average academic performance
S35000,21,Female,Giza,Math,18,61.97,4.44,65.54,Low,44.39,Low engagement and below-average academic performance
S35004,19,Male,Aswan,Science,19,46.49,8.84,73.77,Low,38.34,Low engagement and below-average academic performance
S35014,17,Male,Cairo,Math,22,26.91,7.48,65.59,Low,32.28,Low engagement and below-average academic performance
S35023,19,Female,Assiut,Science,15,47.94,13.44,78.18,Low,35.32,Low engagement and below-average academic performance
S35026,22,Male,Giza,Science,10,49.22,10.69,80.73,Low,31.32,Low engagement and below-average academic performance
S35027,17,Male,Aswan,Computer Science,21,45.65,9.03,77.4,Low,39.79,Low engagement and below-average academic performance
S35031,15,Male,Aswan,English,17,45.51,11.13,64.85,Low,36.06,Low engagement and below-average academic performance
S35032,20,Female,Mansoura,Science,15,57.88,10.02,72.3,Low,39.8,Low engagement and below-average academic performance
S35035,18,Male,Giza,English,10,78.33,9.3,70.75,Low,44.42,Low engagement and below-average academic performance
S35036,19,Female,Cairo,Computer Science,22,53.79,10.74,79.6,Low,44.37,Low engagement and below-average academic performance
S35039,15,Male,Cairo,Math,24,39.13,9.2,68.98,Low,39.61,Low engagement and below-average academic performance
S35041,19,Male,Alexandria,Science,13,57.55,8.73,64.9,Low,37.81,Low engagement and below-average academic performance
S35045,20,Male,Cairo,Science,10,76.94,1.93,70.03,Low,43.79,Low engagement and below-average academic performance
S35050,17,Male,Cairo,Math,16,57.51,9.06,78.13,Low,40.55,Low engagement and below-average academic performance
S35051,19,Male,Cairo,Math,17,49.57,7.28,68.11,Low,37.89,Low engagement and below-average academic performance
S35052,17,Female,Assiut,Science,11,70.1,9.13,71.05,Low,41.63,Low engagement and below-average academic performance
S35062,15,Male,Mansoura,Science,15,55.93,5.33,69.0,Low,38.92,Low engagement and below-average academic performance
S35066,15,Female,Mansoura,English,21,54.31,9.17,79.9,Low,43.69,Low engagement and below-average academic performance
S35071,16,Female,Cairo,Arabic,15,38.19,4.49,66.02,Low,30.94,Low engagement and below-average academic performance
S35075,22,Male,Giza,English,16,43.39,8.03,73.34,Low,34.19,Low engagement and below-average academic performance
S35081,20,Male,Cairo,Computer Science,11,31.55,7.39,76.84,Low,24.28,Low engagement and below-average academic performance
S35083,20,Female,Mansoura,Arabic,20,36.96,3.54,65.16,Low,34.97,Low engagement and below-average academic performance
S35085,22,Male,Mansoura,English,13,61.55,12.84,66.95,Low,39.61,Low engagement and below-average academic performance
S35086,16,Female,Giza,Math,15,66.86,6.5,60.4,Low,43.84,Low engagement and below-average academic performance
